,favorite_count,id,retweet_count
240,30987,845812042753855489,9492
241,26559,845677943972139009,5195
242,8066,845397057150107648,1980
243,24676,845306882940190720,5859
244,0,845098359547420673,8345
245,14437,844979544864018432,2817
246,16018,844973813909606400,3497
247,41039,844704788403113984,11257
248,17445,844580511645339650,3414
249,14429,844223788422217728,2388
250,16013,843981021012017153,3178
251,22683,843856843873095681,5031
252,17893,843604394117681152,2986
253,22782,843235543001513987,6601
254,16126,842846295480000512,3906
255,7159,842765311967449089,1393
256,19197,842535590457499648,3815
257,25999,842163532590374912,6329
258,14877,842115215311396866,3294
259,0,841833993020538882,16816
260,27228,841680585030541313,8457
261,13428,841439858740625411,4017
262,20986,841320156043304961,5923
263,16890,841314665196081154,5141
264,24359,841077006473256960,5791
265,0,840761248237133825,1921
266,0,840728873075638272,17746
267,192,840698636975636481,3
268,13089,840696689258311684,1079
269,9550,840632337062862849,1921
270,17522,840370681858686976,4994
271,20502,840268004936019968,6272
272,14296,839990271299457024,2521
273,29306,839549326359670784,8510
274,0,839290600511926273,155
275,28987,839239871831150596,7182
276,20903,838952994649550848,4367
277,11910,838921590096166913,2277
278,0,838916489579200512,37
279,0,838831947270979586,12162
280,11622,838561493054533637,1457
281,24120,838476387338051585,5291
282,0,838201503651401729,11104
283,1789,838150277551247360,358
284,148,838085839343206401,0
285,18797,838083903487373313,3459
286,36476,837820167694528512,8657
287,4099,837482249356513284,486
288,13663,837471256429613056,2541
289,22569,837366284874571778,5817
290,17097,837110210464448512,2636
291,13605,836989968035819520,2521
292,20531,836753516572119041,5072
293,13465,836677758902222849,2443
294,0,836648853927522308,607
295,0,836397794269200385,30348
296,15724,836380477523124226,3236
297,22691,836260088725786625,4710
298,20423,836001077879255040,4734
299,0,835685285446955009,9012
300,19023,835574547218894849,3991
301,0,835536468978302976,1873
302,0,835309094223372289,23176
303,17517,835297930240217089,3291
304,8303,835264098648616962,1873
305,2231,835246439529840640,80
306,27941,835172783151792128,6331
307,24037,835152434251116546,3335
308,11589,834931633769889797,1819
309,22573,834786237630337024,6014
310,14673,834574053763584002,2794
311,0,834477809192075265,11763
312,10273,834458053273591808,1846
313,22056,834209720923721728,5290
314,16851,834167344700198914,4003
315,10752,834089966724603904,2350
316,13969,834086379323871233,2441
317,14357,833863086058651648,2656
318,16410,833826103416520705,3791
319,0,833732339549220864,241
320,22121,833722901757046785,3531
321,15929,833479644947025920,2282
322,21637,833124694597443584,5352
323,14261,832998151111966721,2450
324,0,832769181346996225,42
325,18018,832757312314028032,3999
326,12727,832682457690300417,3249
327,3128,832645525019123713,575
328,17000,832636094638288896,3088
329,12816,832397543355072512,2465
330,18390,832369877331693569,3521
331,12116,832273440279240704,2580
332,0,832215909146226688,6836
333,0,832215726631055365,10364
334,72,832088576586297345,2
335,0,832040443403784192,10765
336,19168,832032802820481025,5162
337,25750,831939777352105988,6797
338,365,831926988323639298,36
339,29656,831911600680497154,7224
340,11200,831670449226514432,2006
341,7718,831650051525054464,2164
342,9674,831552930092285952,2549
343,9847,831322785565769729,1687
344,6979,831315979191906304,1231
345,12560,831309418084069378,2698
346,12787,831262627380748289,2272
347,8565,830956169170665475,1666
348,71852,830583320585068544,18676
349,0,830173239259324417,6324
350,10560,830097400375152640,3344
351,0,829878982036299777,5566
352,13162,829861396166877184,2177
353,34103,829501995190984704,11763
354,11256,829449946868879360,2255
355,37253,829374341691346946,10342
356,26357,829141528400556032,8229
357,56970,829011960981237760,18013
358,0,828801551087042563,3775
359,27484,828770345708580865,6519
360,39360,828708714936930305,12452
361,10234,828650029636317184,1491
362,6755,828409743546925057,1273
363,8216,828408677031882754,1420
364,13577,828381636999917570,2465
365,7951,828376505180889089,1182
366,13475,828372645993398273,3248
367,2360,828361771580813312,190
368,12656,828046555563323392,3175
369,11142,828011680017821696,2378
370,21680,827933404142436356,5802
371,16630,827653905312006145,3335
372,7989,827600520311402496,1050
373,17109,827324948884643840,3400
374,11400,827199976799354881,2494
375,23277,826958653328592898,5566
376,39354,826848821049180160,11418
377,0,826615380357632002,4376
378,5515,826598799820865537,283
379,10844,826598365270007810,2611
380,19840,826476773533745153,4669
381,14287,826240494070030336,2883
382,5254,826204788643753985,1044
383,16909,826115272272650244,3481
384,11276,825876512159186944,2079
385,13727,825829644528148480,2767
386,56115,825535076884762624,19149
387,19743,825147591692263424,5096
388,0,825120256414846976,1434
389,6866,825026590719483904,1434
390,0,824796380199809024,6111
391,16162,824775126675836928,3931
392,10871,824663926340194305,1936
393,12714,824325613288833024,11565
394,16231,824297048279236611,4304
395,5160,824025158776213504,661
396,11502,823939628516474880,3022
397,0,823719002937630720,12556
398,13574,823699002998870016,2696
399,14078,823581115634085888,2951
400,755,823333489516937216,29
401,17006,823322678127919110,4496
402,0,823269594223824897,11003
403,18708,822975315408461824,3836
404,143157,822872901745569793,49034
405,14269,822859134160621569,2547
406,0,822647212903690241,7147
407,15962,822610361945911296,3304
408,19621,822489057087389700,7147
409,30931,822462944365645825,16489
410,37930,822244816520155136,11003
411,0,822163064745328640,5383
412,12299,821886076407029760,2619
413,0,821813639212650496,3734
414,9124,821765923262631936,1857
415,8678,821522889702862852,1970
416,0,821421320206483457,6244
417,12764,821407182352777218,4872
418,276,821153421864615936,10
419,9461,821149554670182400,2250
420,10401,821107785811234820,2382
421,13682,821044531881721856,2557
422,0,820837357901512704,7482
423,34212,820749716845686786,11104
424,13217,820690176645140481,3606
425,0,820494788566847489,633
426,0,820446719150292993,2887
427,3614,820314633777061888,633
428,21436,820078625395449857,7024
429,0,820013781606658049,1324
430,5769,819952236453363712,1324
431,13944,819924195358416896,5417
432,14579,819711362133872643,3506
433,10363,819588359383371776,2201
434,7824,819347104292290561,1344
435,2485,819238181065359361,453
436,25045,819227688460238848,7482
437,0,819015337530290176,40964
438,0,819015331746349057,21135
439,48878,819006400881917954,21135
440,93568,819004803107983360,40964
441,0,818646164899774465,23338
442,24066,818627210458333184,8333
443,10698,818614493328580609,2888
444,0,818588835076603904,6893
445,11852,818536468981415936,2776
446,0,818307523543449600,9094
447,11947,818259473185828864,2552
448,13342,818145370475810820,2907
449,5245,817908911860748288,884
450,56308,817827839487737858,30349
451,11601,817777686764523521,2982
452,12817,817536400337801217,3396
453,0,817502432452313088,3803
454,37209,817423860136083457,16816
455,6105,817415592588222464,1079
456,0,817181837579653120,9548
457,9464,817171292965273600,2254
458,13168,817120970343411712,2933
459,9292,817056546584727552,1851
460,0,816829038950027264,5297
461,10843,816816676327063552,2287
462,10634,816697700272001025,2464
463,33202,816450570814898180,9094
464,9346,816336735214911488,2193
465,9689,816091915477250048,2414
466,0,816062466425819140,1176
467,0,816014286006976512,5960
468,5428,815990720817401858,1176
469,24431,815966073409433600,9548
470,0,815745968457060357,4633
471,10695,815736392542261248,2541
472,8932,815639385530101762,1846
473,11231,815390420867969024,4263
474,8302,814986499976527872,1451
475,12257,814638523311648768,3041
476,0,814578408554463233,6534
477,9422,814530161257443328,2082
478,31247,814153002265309185,9757
479,0,813944609378369540,3621
480,10098,813910438903693312,2113
481,39512,813812741911748608,15732
482,9073,813800681631023104,1979
483,20323,813217897535406080,8182
484,9973,813202720496779264,2020
485,21594,813187593374461952,4907
486,10160,813172488309972993,2163
487,8425,813157409116065792,2485
488,9145,813142292504645637,2648
489,4856,813130366689148928,497
490,12915,813127251579564032,3515
491,11243,813112105746448384,3099
492,11441,813096984823349248,4063
493,10743,813081950185472002,3111
494,8642,813066809284972545,2181
495,22782,813051746834595840,8221
496,8229,812781120811126785,2140
497,0,812747805718642688,7802
498,7209,812709060537683968,1607
499,6619,812503143955202048,1376
500,8706,812466873996607488,2165
501,14896,812372279581671427,4123
502,7916,811985624773361665,1582
503,8214,811744202451197953,1815
504,6069,811647686436880384,833
505,13951,811627233043480576,3521
506,22767,811386762094317568,7194
507,5812,810984652412424192,1608
508,9849,810896069567610880,2011
509,11935,810657578271330305,2965
510,38672,810284430598270976,12862
511,15993,810254108431155201,3775
512,16859,809920764300447744,4376
513,0,809808892968534016,5521
514,7543,809448704142938112,1655
515,21726,809220051211603969,6324
516,14389,809084759137812480,3945
517,11000,808838249661788160,3417
518,8603,808733504066486276,2436
519,12294,808501579447930884,2917
520,46301,808344865868283904,23338
521,0,808134635716833280,6711
522,9493,808106460588765185,2454
523,13703,808001312164028416,3965
524,15892,807621403335917568,4142
525,122823,807106840509214720,60995
526,0,807059379405148160,8264
527,14190,807010152071229440,4289
528,82025,806629075125202948,39361
529,0,806620845233815552,6208
530,5273,806576416489959424,2171
531,11125,806542213899489280,2669
532,0,806242860592926720,13166
533,6986,806219024703037440,1349
534,0,805958939288408065,6045
535,8998,805932879469572096,2136
536,7171,805826884734976000,2063
537,0,805823200554876929,9080
538,6248,805520635690676224,1863
539,9551,805487436403003392,2847
540,8478,805207613751304193,1910
541,14981,804738756058218496,4336
542,6711,804475857670639616,2268
543,0,804413760345620481,3617
544,48653,804026241225523202,18262
545,10963,803773340896923648,3114
546,0,803692223237865472,8365
547,11985,803638050916102144,4670
548,8452,803380650405482500,2091
549,0,803321560782307329,6013
550,10940,803276597545603072,2780
551,9840,802952499103731712,2259
552,0,802624713319034886,3292
553,7763,802600418706604034,1650
554,9752,802572683846291456,2823
555,17733,802323869084381190,6582
556,6910,802265048156610565,1526
557,9890,802239329049477120,2929
558,0,802185808107208704,303
559,8426,801958328846974976,1926
560,1917,801854953262350336,262
561,8938,801538201127157760,2317
562,6617,801285448605831168,935
563,26768,801167903437357056,6710
564,0,801127390143516673,4482
565,8808,801115127852503040,2352
566,754,800859414831898624,108
567,0,800855607700029440,1836
568,11447,800751577355128832,3120
569,14344,800513324630806528,3388
570,10306,800459316964663297,2418
571,0,800443802682937345,4878
572,12165,800388270626521089,3150
573,0,800188575492947969,4435
574,16708,800141422401830912,2887
575,31006,800018252395122689,14857
576,0,799774291445383169,5292
577,9176,799757965289017345,2433
578,8781,799422933579902976,2151
579,0,799308762079035393,6248
580,10822,799297110730567681,3129
581,8827,799063482566066176,2774
582,14381,798933969379225600,5052
583,8100,798925684722855936,1616
584,0,798705661114773508,7464
585,0,798701998996647937,8818
586,0,798697898615730177,7335
587,0,798694562394996736,5611
588,0,798686750113755136,2617
589,0,798682547630837760,5335
590,0,798673117451325440,6256
591,0,798665375516884993,4378
592,0,798644042770751489,2086
593,0,798628517273620480,2211
594,0,798585098161549313,6436
595,0,798576900688019456,6645
596,0,798340744599797760,3791
597,11320,798209839306514432,2870
598,12726,797971864723324932,3542
599,15852,797545162159308800,5464
600,21834,797236660651966464,7465
601,249,797165961484890113,31
602,0,796904159865868288,10051
603,8371,796865951799083009,2139
604,12961,796759840936919040,3446
605,0,796563435802726400,8250
606,8283,796484825502875648,1982
607,12041,796387464403357696,4695
608,0,796177847564038144,16141
609,35373,796149749086875649,16141
610,5407,796125600683540480,2012
611,9920,796116448414461957,2728
612,9230,796080075804475393,2605
613,11798,796031486298386433,4161
614,54446,795464331001561088,26848
615,11032,795400264262053889,3232
616,17730,795076730285391872,6111
617,0,794983741416415232,3807
618,11227,794926597468000259,2611
619,0,794355576146903043,11602
620,10440,794332329137291264,2979
621,10051,794205286408003585,3740
622,18401,793962221541933056,5521
623,10054,793845145112371200,2114
624,0,793614319594401792,3525
625,8710,793601777308463104,1844
626,11685,793500921481273345,2688
627,26911,793286476301799424,10364
628,9428,793271401113350145,2658
629,21828,793256262322548741,9378
630,11501,793241302385262592,3704
631,10738,793226087023144960,3223
632,9754,793210959003287553,3174
633,16684,793195938047070209,6335
634,7553,793180763617361921,2236
635,10267,793165685325201412,3134
636,6748,793150605191548928,1926
637,7052,793135492858580992,2795
638,13853,793120401413079041,4392
639,15681,792913359805018113,4527
640,12359,792883833364439040,4814
641,8029,792773781206999040,1892
642,14746,792394556390137856,4830
643,7842,792050063153438720,2022
644,0,791821351946420224,23680
645,0,791784077045166082,10899
646,0,791780927877898241,4276
647,49289,791774931465953280,25032
648,12829,791672322847637504,3525
649,14345,791406955684368384,4633
650,9597,791312159183634433,2858
651,0,791026214425268224,4652
652,10817,790987426131050500,2408
653,18142,790946055508652032,5297
654,0,790723298204217344,2615
655,8954,790698755171364864,2145
656,22594,790581949425475584,8066
657,8546,790337589677002753,2104
658,13714,790277117346975746,3621
659,0,790227638568808452,4036
660,10107,789986466051088384,2615
661,0,789960241177853952,4683
662,11366,789903600034189313,4660
663,8222,789628658055020548,2003
664,7407,789599242079838210,2179
665,12852,789530877013393408,3807
666,9406,789314372632018944,2596
667,0,789280767834746880,5580
668,9956,789268448748703744,2914
669,10609,789137962068021249,3140
670,29908,788908386943430656,13962
671,29962,788765914992902144,11602
672,0,788552643979468800,8145
673,17017,788412144018661376,5970
674,7902,788178268662984705,2390
675,6713,788150585577050112,1465
676,0,788070120937619456,3841
677,6708,788039637453406209,1493
678,9473,787810552592695296,3432
679,11147,787717603741622272,3126
680,11830,787397959788929025,3189
681,8512,787322443945877504,1968
682,0,787111942498508800,7543
683,28999,786963064373534720,9012
684,0,786729988674449408,2729
685,19849,786709082849828864,6837
686,11653,786664955043049472,2888
687,10264,786595970293370880,3493
688,11904,786363235746385920,3945
689,8708,786286427768250368,3225
690,16732,786233965241827333,5383
691,1567,786051337297522688,174
692,0,786036967502913536,7949
693,12402,785927819176054784,3546
694,7289,785872687017132033,2059
695,8523,785639753186217984,2487
696,9949,785533386513321988,2265
697,6653,785515384317313025,1421
698,7920,785264754247995392,1847
699,13203,785170936622350336,5469
700,11076,784826020293709826,3617
701,9788,784517518371221505,2853
702,6201,784431430411685888,1440
703,21949,784183165795655680,9080
704,32628,784057939640352768,12556
705,32810,783839966405230592,12162
706,8023,783821107061198850,2210
707,11374,783695101801398276,3615
708,9228,783466772167098368,2532
709,18420,783391753726550016,6205
710,0,783347506784731136,6310
711,31872,783334639985389568,13166
712,8869,783085703974514689,2491
713,26308,782969140009107456,8264
714,8127,782747134529531904,1566
715,18795,782722598790725632,6045
716,8482,782598640137187329,2108
717,18160,782305867769217024,6244
718,0,782021823840026624,7009
719,12086,781955203444699136,3777
720,11383,781661882474196992,3042
721,4365,781655249211752448,1255
722,22594,781524693396357120,6208
723,7774,781308096455073793,2860
724,9193,781251288990355457,2363
725,10626,781163403222056960,3056
726,23571,780931614150983680,8250
727,7823,780858289093574656,2236
728,6010,780800785462489090,1457
729,13168,780601303617732608,3734
730,6856,780543529827336192,1949
731,0,780496263422808064,4172
732,0,780476555013349377,132
733,5751,780459368902959104,1192
734,9480,780192070812196864,2513
735,0,780092040432480260,2579
736,13345,780074436359819264,5604
737,20712,779834332596887552,7949
738,9608,779377524342161408,3495
739,0,779124354206535695,20632
740,12842,779123168116150273,4089
741,16106,779056095788752897,5079
742,21787,778990705243029504,8174
743,0,778774459159379968,11163
744,933,778764940568104960,409
745,7509,778748913645780993,1497
746,6283,778650543019483137,1676
747,5058,778624900596654080,1134
748,14824,778408200802557953,4877
749,0,778396591732486144,13720
750,6355,778383385161035776,1229
751,11280,778286810187399168,3708
752,9206,778039087836069888,2958
753,7132,778027034220126208,1818
754,0,777953400541634568,3945
755,6902,777885040357281792,1838
756,12220,777684233540206592,3292
757,0,777641927919427584,4776
758,9519,777621514455814149,2795
759,15558,777189768882946048,4836
760,0,776819012571455488,15347
761,5302,776813020089548800,1354
762,9632,776477788987613185,3140
763,0,776249906839351296,10264
764,32612,776218204058357768,17866
765,10420,776201521193218049,2819
766,12760,776113305656188928,4878
767,1994,776088319444877312,171
768,0,775898661951791106,17313
769,12727,775842724423557120,3001
770,15039,775733305207554048,4482
771,14029,775729183532220416,5120
772,8073,775364825476165632,3343
773,11031,775350846108426240,4388
774,16884,775085132600442880,5292
775,9265,774757898236878852,1973
776,7290,774639387460112384,1948
777,23624,774314403806253056,6248
778,11654,773985732834758656,4344
779,6934,773922284943896577,1930
780,7148,773704687002451968,1832
781,5772,773670353721753600,1448
782,23936,773547596996571136,6893
783,0,773336787167145985,5704
784,25201,773308824254029826,8345
785,10183,773247561583001600,3580
786,10830,773191612633579521,4590
787,9324,772877495989305348,4339
788,8655,772826264096874500,2595
789,0,772615324260794368,3761
790,7017,772581559778025472,1891
791,6515,772193107915964416,1547
792,4094,772152991789019136,1257
793,4066,772117678702071809,816
794,2936,772114945936949249,526
795,4344,772102971039580160,1034
796,7122,771908950375665664,2114
797,13024,771770456517009408,3791
798,8960,771500966810099713,2919
799,11429,771380798096281600,5704
800,0,771171053431250945,8428
801,9973,771136648247640064,3256
802,6741,771102124360998913,1604
803,7452,771014301343748096,1841
804,0,771004394259247104,246
805,5372,770787852854652928,1366
806,5625,770772759874076672,1575
807,0,770743923962707968,50785
808,7938,770655142660169732,1943
809,6815,770414278348247044,2299
810,6758,770293558247038976,1661
811,0,770093767776997377,3392
812,8204,770069151037685760,2568
813,34101,769940425801170949,10765
814,6928,769695466921623552,1857
815,0,769335591808995329,8555
816,5849,769212283578875904,1915
817,15614,768970937022709760,7292
818,0,768909767477751808,3016
819,4551,768855141948723200,998
820,4465,768609597686943744,1346
821,5445,768596291618299904,1419
822,0,768554158521745409,6493
823,14726,768473857036525572,3818
824,11824,768193404517830656,3945
825,5146,767884188863397888,1568
826,17363,767754930266464257,6013
827,8090,767500508068192258,2597
828,13298,767191397493538821,4254
829,10945,767122157629476866,3174
830,0,766864461642756096,6309
831,5500,766793450729734144,1517
832,2807,766714921925144576,427
833,4367,766693177336135680,879
834,6519,766423258543644672,1769
835,7336,766313316352462849,2101
836,0,766078092750233600,2886
837,4632,766069199026450432,972
838,4042,766008592277377025,554
839,7820,765719909049503744,2394
840,5615,765669560888528897,1359
841,28504,765395769549590528,3770
842,7666,765371061932261376,2394
843,12579,765222098633691136,3761
844,6938,764857477905154048,1965
845,6549,764259802650378240,1695
846,796,763956972077010945,59
847,13662,763837565564780549,4652
848,5860,763183847194451968,1652
849,0,763167063695355904,3367
850,7962,763103485927849985,2529
851,13180,762699858130116608,4036
852,12218,762471784394268675,7246
853,11197,762464539388485633,4683
854,5221,762316489655476224,1255
855,34596,762035686371364864,17349
856,5848,761976711479193600,2240
857,0,761750502866649088,4386
858,4604,761745352076779520,950
859,53556,761672994376806400,32282
860,4465,761599872357261312,1305
861,0,761371037149827077,19894
862,5644,761334018830917632,1608
863,4832,761292947749015552,1225
864,5754,761227390836215808,1716
865,12181,761004547850530816,3841
866,4125,760893934457552897,1077
867,7134,760656994973933572,2135
868,5351,760641137271070720,1434
869,8199,760539183865880579,4027
870,4567,760521673607086080,1549
871,28944,760290219849637889,12739
872,4255,760252756032651264,956
873,6158,760190180481531904,2009
874,0,760153949710192640,37
875,6413,759943073749200896,2318
876,15873,759923798737051648,6309
877,7260,759846353224826880,2204
878,6443,759793422261743616,2118
879,0,759566828574212096,23490
880,5080,759557299618865152,1303
881,9191,759447681597108224,2729
882,1806,759446261539934208,544
883,6545,759197388317847553,2153
884,0,759159934323924993,1301
885,15701,759099523532779520,4648
886,7044,759047813560868866,2236
887,3829,758854675097526272,990
888,12067,758828659922702336,4241
889,6177,758740312047005698,1772
890,4122,758474966123810816,1096
891,5188,758467244762497024,2465
892,5611,758405701903519748,2127
893,3703,758355060040593408,1201
894,20758,758099635764359168,11163
895,2929,758041019896193024,417
896,7430,757741869644341248,3598
897,0,757729163776290825,9001
898,4890,757725642876129280,1352
899,4910,757611664640446465,1238
900,0,757597904299253760,322
901,4691,757596066325864448,1174
902,16361,757400162377592832,7557
903,6302,757393109802180609,1934
904,4876,757354760399941633,1578
905,6753,756998049151549440,2204
906,7176,756939218950160384,2221
907,5480,756651752796094464,1464
908,11236,756526248105566208,4006
909,4264,756303284449767430,1196
910,45907,756288534030475264,19365
911,6944,756275833623502848,1697
912,7918,755955933503782912,3191
913,17756,755206590534418437,5951
914,22897,755110668769038337,12259
915,0,754874841593970688,8882
916,7412,754856583969079297,2787
917,2779,754747087846248448,577
918,5718,754482103782404096,2150
919,4049,754449512966619136,816
920,8452,754120377874386944,2580
921,9492,754011816964026368,3982
922,6309,753655901052166144,2416
923,8535,753420520834629632,3948
924,6241,753398408988139520,2118
925,8208,753375668877008896,2579
926,0,753298634498793472,6397
927,3676,753294487569522689,1154
928,40030,753039830821511168,23176
929,4196,753026973505581056,1076
930,13620,752932432744185856,7543
931,7410,752917284578922496,1738
932,0,752701944171524096,3187
933,6478,752682090207055872,1786
934,4751,752660715232722944,1743
935,5987,752568224206688256,2526
936,7951,752519690950500352,3798
937,4119,752334515931054080,1218
938,0,752309394570878976,18430
939,6423,752173152931807232,2044
940,3316,751950017322246144,1026
941,5624,751937170840121344,1486
942,6256,751830394383790080,2164
943,6322,751793661361422336,3231
944,8509,751598357617971201,3343
945,4759,751583847268179968,1233
946,5425,751538714308972544,1401
